                               Güterart |      Freq.     Percent        Cum.
                               E.-MOTOR |          1        0.00       79.18
                               E.GERäTE |          1        0.00       79.18
                                    EBW |          1        0.00       79.18
                       ECKVENTILE 1/2'' |          1        0.00       79.19
                             EDELMETALL |          1        0.00       79.19
                         EDELSPLITT 2/5 |          1        0.00       79.19
                              EDELSTAHL |          7        0.01       79.19
                  EDELSTAHL DRAHTGEWEBE |          1        0.00       79.19
                      EDELSTAHLBAUTEILE |          1        0.00       79.20
                        EDELSTAHLBLECHE |          2        0.00       79.20
                        EDELSTAHLDECKEL |          1        0.00       79.20
                        EDELSTAHLFäSSER |          1        0.00       79.20
                          EDELSTAHLROHR |          1        0.00       79.20
                         EDELSTAHLROHRE |          1        0.00       79.20
                   EDELSTAHLSPüLENTISCH |          1        0.00       79.20
                         EDELSTAHLTEILE |          4        0.00       79.20
                     EDELSTAHLVERTEILER |          2        0.00       79.21
                                    EDV |          6        0.01       79.21
                        EDV ERSATZTEILE |          1        0.00       79.21
                             EDV GERäTE |          1        0.00       79.21
                     EDV- / PC- ZUBEHöR |          1        0.00       79.21
                            EDV-ANLAGEN |          1        0.00       79.21
                         EDV-EQUICKMENT |          1        0.00       79.22
                        EDV-ERSATZTEILE |         10        0.01       79.22
                             EDV-GERäTE |          2        0.00       79.23
                           EDV-HARDWARE |          2        0.00       79.23
                            EDV-TECHNIK |          5        0.00       79.23
                      EDV-TEILE KARTONS |          1        0.00       79.23
                            EDV-ZUBEHöR |          1        0.00       79.23
                         EIBISCHWURZELN |          1        0.00       79.23
                                 EICHEN |          1        0.00       79.23
                                EICHEND |          1        0.00       79.24
                           EICHENSTäMME |          1        0.00       79.24
                                   EIER |         22        0.02       79.25
                    EIER + FLEISCHWAREN |          2        0.00       79.26
                        EIER IN KARTONS |          2        0.00       79.26
                    EIER UND KARTOFFELN |          1        0.00       79.26
                    EIER UND VERPACKUNG |          2        0.00       79.26
                 EIER-SELBSTVERMARKTUNG |          1        0.00       79.26
                         EIERVERPACKUNG |          1        0.00       79.26
       EIGENE FZG.-WERKSTATTEINRICHTUNG |          2        0.00       79.26
                            EIGENGEPäCK |          1        0.00       79.26
                               EILWAGEN |          1        0.00       79.27
                                  EIMER |          7        0.01       79.27
                 EIMER GEFüLLT MIT PUTZ |          1        0.00       79.27
                              EIMERWARE |          4        0.00       79.28
                             EIN KARTON |          1        0.00       79.28
                            EIN ZAHNRAD |          1        0.00       79.28
                            EINBAU-HERD |          1        0.00       79.28
                          EINBAUANLAGEN |          2        0.00       79.28
                         EINBAUELEMENTE |          5        0.00       79.28
                             EINBAUHERD |          1        0.00       79.28
                            EINBAUKüCHE |          1        0.00       79.29
                      EINBAUKüCHENTEILE |          1        0.00       79.29
                           EINBAUSCHLOß |          1        0.00       79.29
                          EINBAUSCHRANK |          1        0.00       79.29
 EINBAUSCHRANK, FLIESEN, PFLASTERSTEINE |          1        0.00       79.29
                         EINBAUSCHRäNKE |          1        0.00       79.29
                            EINBAUTEILE |          1        0.00       79.29
                 EINE PALETTE STREUSALZ |          1        0.00       79.29
